SiteSource	ItemID	ManufacturerID	ManufacturerCode	ManufacturerName	ProductID	ProductName	ProductDescription	ManufacturerItemCode	ItemDescription	ImageFileName	ItemImageURL	NDCItemCode	PKG	UnitPrice	QuantityOnHand	PriceDescription	Availability	PrimaryCategoryID	PrimaryCategoryName	SecondaryCategoryID	SecondaryCategoryName	CategoryID	CategoryName	IsRX	IsTBD
AIM	10372362	60	2	Symmetry Surgical, Inc.	10041646	SYMMETRY SURGICAL FORCEPS		60-1522	Symmetry® Forceps, Bishop Harmon Tissue, Standard, 1x2 Teeth, 3 3/8in			AAR 60-1522	ea	104.8900	0		14-21 Days	7	Instruments	66	GYN	561	Forceps	N	N
AIM	10329675	876	10001057	Kimberly-Clark Professional	10017205	KIMBERLY-CLARK BATHROOM TISSUE		47305	Scott Paper Core Bath Tissue, 3.9" x 3.7", White, Unscented, 1100 sheets/rl, 36 rl/cs			KCP 47305	cs	69.2600	0		14-21 Days	5	Housekeeping And Janitorial Products	49	Paper Products	516	Bathroom Tissue	N	N
AIM	10379622	166	10000517	Pelstar LLC/Health O Meter Professional Scales	10022340	PELSTAR/HEALTH O METER PROFESSIONAL SCALE - PARTS & ACCESSORIES		1100KLWHEEL	Wheel for 1100KL Scale, (L Version Only) (DROP SHIP ONLY)			HMP 1100KLWHEEL	ea	8.0000	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	670	Height 	N	N
AIM	10303221	448	10000598	BR Surgical, LLC	10034711	BR SURGICAL SAROT NEEDLE HOLDERS		BR24-32426	Sarot Needle Holder, 10¼" TC				ea	199.0500	0		Mfr. Direct	7	Instruments	73	General Surgery	558	Needle Holders	N	N
AIM	10352699	1049	10001248	Baxter Healthcare Corporation	10040234	BAXTER EXTENSION SET, ACCESSORIES & PARTS		2C9201	Extension Set, Microbore (Microvolume), Male Luer Lock Adapter, 0.45 ml, 61" Length, Non-Pyrogenic, Contains DEHP, Sterile Fluid Path, 60/cs (Rx) (Continental US Only, Excluding IN and ND)  (Product Access Restricted. Check with your sales rep to verify eligibility) (Item on Manufacturer Allocation - Inventory Limited when Available)			BAX 2C9201	cs	157.4100	0		Stock Item	8	IV Products	77	IV Sets	577	IV Pumps/Accessories	Y	N
AIM	10236301	142	243	Ethicon - Suture	10008970	ETHICON MONOCRYL™ (POLIGLECAPRONE 25) SUTURES	For unprecedented monofilament pliability and smooth passage through tissue. Indicated for use in general soft tissue approximation and/or ligation, but not for use in cardiovascular or neurological tissues, microsurgery, or ophthalmic surgery.	Y527H	Suture, Taper Point, Size 3-0, 36", Violet Monofilament, Needle SH SH, ½ Circle, 3 dz/bx (Continental US Only)			ETH Y527H	bx	511.1600	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10379710	411	10000565	Major Pharmaceuticals	10023022	MAJOR MULTIVITAMINS		700214	Thera-M Plus, Tablets, 1000s, Compare to Theragran®-M Advanced, 12/cs, NDC# 00904-5492-80			MAJ 700214	cs	291.9600	0		14-21 Days	14	Pharmaceuticals/OTC	128	OTC	807	Supplements/Vitamins	N	N
AIM	10228411	250	10000261	Molnlycke Health Care US, LLC	10027262	MOLNLYCKE BARRIER® BOUFFANT CAP		621715	Sheer Bouffant Nurses Cap, Elastic, Basic, Blue, 150/bx, 4 bx/cs (24 cs/plt)	i71761.jpg	https://secure.ndc-inc.com/AIMImage/i71761.jpg	MOL 621715	cs	73.2300	6		Stock Item	15	Protective Apparel 	132	Apparel	752	Head/ Face	N	N
AIM	10299851	245	111	Midmark Corporation (Ritter Medical)	10034445	MIDMARK SYNTHESIS™ MOBILE TREATMENT CABINET		M21A.806.SEB	Mobile Treatment Cabinet, (2) 4" Drawers, Double Door, 18" Deep, 3" Casters, Soft Edge Bumper, Earthen Bronze, Metal				ea	1508.0000	0		Mfr. Direct	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10365613	345	10000485	ICU Medical	10041492	ICU MEDICAL PER-FIT™ TRACHEOSTOMY TUBE & KITS	The Portex® Per-fit™ percutaneous kits are designed to permit a safe, fast, and cost-effective percutaneous tracheostomy procedure with minimal complications. The Per-fit™ flexible PVC tube features a tapered distal tip and a low-profile cuff designed to reduce insertion force, and more readily conform to the individual patient’s anatomy. The obturator/dilator is engineered to fit the tube snugly, allowing an easier transition through the tissue into the trachea. The Per-fit™ kits feature a patented Portex® percutaneous tracheostomy tube, a specially designed and sized obturator/dilator, and procedural dilators to facilitate optimum technique, in a complete, double-deck tray with all preparation and procedural components conveniently organized.	537070	Inner Cannula, 6.0mm, for 7.0mm Per-Fit™ Tube, 20/cs (US Only)			MDX 537070	cs	215.9600	0		14-21 Days	21	Surgery/Minor Procedure	192	Tubes/Airways	933	Tracheostomy	N	N
AIM	10236388	142	243	Ethicon - Suture	10008973	ETHICON SURGICAL GUT SUTURE - CHROMIC	An absorbable, sterile surgical suture composed of purified connective tissue (mostly collagen) derived from either the serosal layer of beef (bovine) or the submucosal fibrous layer of sheep (ovine) intestines. Surgical gut sutures are available in plain or chromic. Chromic gut is processed to proved greater resistance to absorption. Surgical gut is packaged in tubing fluid. Blue dyed chromic gut suture is also available. Surgical gut suture meets all requirements established by the U.S. Pharmacopeia (U.S.P) for absorbable surgical sutures.	48G	Suture, Ethiguard Blunt Point, Size 1, 27", Needle BP, ½ Circle, 1 dz/bx (Continental US Only)			ETH 48G	bx	430.3500	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10296582	876	10001057	Kimberly-Clark Professional	10017764	KIMBERLY-CLARK LOTION SOAP		91437	SCOTT Golden Lotion Skin Cleanser, 1.0L, Yellow, 3/cs			KIM 91437	cs	64.0300	0		14-21 Days	6	Infection Control	62	Soaps	534	Liquid	N	N
AIM	10229279	509	10000660	Bioseal, Inc.	10026984	BIOSEAL DURAHOLDER™ INSTRUMENT PROTECTION SYSTEM	Designed by a leading university hospital to prevent costly damage to their delicate neuro instruments. You will be immediately familiar wit the durable Kimberly-Clark Kimguard Sterilization Wrap that we use to form each DuraHolder™ IPS. Not intended to provide a sterile barrier and should be used in conjunction with an outer wrap or container system. Can be used in your validated PreVac Steam Sterilizer. We recommend a minimum cycle of 270°F for four minutes exposure and 2a0 minutes dry time. As with any product you use in your sterilization system, you should validate that it works in your system. Refer to ANSI/AAMI: ST792006 for guidance.	DURA210/100	DuraHolder, 5" x 7½", Tape, 100/cs				cs	270.7500	0		Mfr. Direct	21	Surgery/Minor Procedure	183	Miscellaneous	897	Equipment Covers	N	N
AIM	10264563	512	10000668	Newman Medical	10027621	NEWMAN DIGIDOP HANDHELD DOPPLER PROBES		DD-701-D3	Display Digital Doppler (DD-701) & 3MHz Obstetrical Probe (DROP SHIP ONLY)	v15234.jpg	https://secure.ndc-inc.com/AIMImage/iv15234.jpg	NEW DD-701-D3	bx	594.8300	0		Drop Ship Only	1	Diagnostic Instruments	26	Dopplers	237	Equipment	N	N
AIM	10366732	166	10000517	Pelstar LLC/Health O Meter Professional Scales	10036793	PELSTAR/HEALTH O METER PROFESSIONAL SCALE - 1100KL DIGITAL PLATFORM SCALE	Scale has the ability to inerface with a computer, EMR software or other electronic device via various Health O Meter® Professioanl Connectivity Solutions.  "Live" Handrails advanced technoligy allows the patient to hold onto handrails for stability while scale accurately calculates weight.  Low platform height requires only minimal step up, offereing patient a more comfortable and stable weighing experience.  The display head has the ability to rotate/pivot, for the convenienceof the administrator, allowing line-of-sight viewing and information privacy.  Value-Added Features include:  Operating functions LB/KG Conversion, LB/KG Lock Out, BMI, Zero Out/Tare, Hold/Release, Reweigh, Recall, Auto Zero, Auto Off included at no addiotional cost.  Scale functions include the ability to calculate the patient's Body Mass Index (BMI).  Specifications:  Capacity:  1000 lb, Resolution:  0.2 lb, Platform Size:  22" (w) x 15 3/4" (d) x 2 1/2" (h), Display:  3/4" LCD, 180° Swivel, Wheels:  2, Optional Height Rod:  PROPLUSROD, 1100KL with Height Rod:  1100KLHR, Power Source:  110-240V adapter included, 6 AA batteries (not included), Connectivity:  USB, Functions:  LB/KG Conversion, LB/KG Lock Out, Body Mass Index (BMI), Zero Out/Tare, Hold/Release, Reweigh, Auto Zero, Auto Off, 2 Year Limited Warranty.	1100KL-EHR	Digital Platform Scale with Extra Wide Handrails & Digital Height Rod, 1000 lb Capacity, ADPT30 (DROP SHIP ONLY)	v21377.jpg	https://secure.ndc-inc.com/AIMImage/iv21377.jpg	HMP 1100KL-EHR	ea	1510.0000	0		Drop Ship Only	10	Equipment & Furniture	99	Measurement Devices	664	Scales/Accessories	N	N
AIM	10324953	245	111	Midmark Corporation (Ritter Medical)	10037374	MIDMARK UPHOLSTERY TOP PREMIUM POWER		002-0966-00-844	641 Premium Power, 24in Upholstery Top, Mineral				ea	884.0000	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	696	Exam 	N	N
AIM	10351506	345	10000485	ICU Medical	10040059	ICU MEDICAL PORTEX® FLOW BASED INCENTIVE SPIROMETER		002000	Incentive Spirometer, Non-Sterile, 20/cs (US Only)			MDX 002000	cs	134.5400	0		14-21 Days	1	Diagnostic Instruments	29	Patient Monitoring/Vital Signs	264	Spirometry	N	N
AIM	10379961	563	10000701	BSN Medical/Jobst	10040805	BSN MEDICAL DELTA-CAST CAST TAPE	Delta-Cast® Prints add personality and color to casts.  In addition to helping relieve pateint anxiety and making casts more enjoyable to wear, they are strong, lightweight and durable.  The patterns are colorfast and will not interefere with radiograph viewing.  Delta-Cast ® Prints are comprised of a patented printed substrate which features extensible yarns that easily shape to body contours, providing enhanced molding capabilities.  Delta-Cast® Prints are fiberlgass free casts that produce less dust during cast removal compared to fiberlass casts. Delta-Cast® Prints are: long lasting, vibrant prints; radiolucent; smooth cast finsh; superior lamination; use the glove of your choice; weight bearing in 20-30 minutes; consistent 3-5 minute set-time and available in many popular pattersn.	7270822	Delta-Cast® II Cast Tape, Soft White, 3" x 4yd, 10 rl/cs			BSN 7270822	cs	60.7600	0		14-21 Days	12	Orthopedic & Physical Therapy	112	Casting Products	727	Casting Tapes/Splints	N	N
AIM	10378647	1125	10001343	Soma Technlogies	10042916	SOMA STAINLESS STEEL EQUIPMENT & ACCESSORIES		AX267237-PS	Processing Sink Pipe Base, 72"W X 26"D X 37"H, Single bay  (DROP SHIP ONLY)			SMA AX267237-PS	ea	4284.2600	0		Drop Ship Only	10	Equipment & Furniture	103	Tables	696	Exam 	N	N
AIM	3239511	248	88	Integra Miltex	32395	MILTEX STERILE SURGICAL BLADES	Produced by fully automated production technique, utilizing the latest computer technology. Quality control system assures uniform quality of the cutting edges and perfect fit on scalpel handles. Individually foil wrapped and hermetically sealed.	4-125	Surgical Blade, Size 25, 100/bx	i16124.jpg	https://secure.ndc-inc.com/AIMImage/i16124.jpg		bx	28.9800	0	special price	Mfr. Direct	21	Surgery/Minor Procedure	187	Scapels/Blades	910	Blades	N	N
AIM	10076720	219	75	MADA Medical Products, Inc.	10004789	MADA HOSPITAL FLOWMETERS, FITTINGS & ACCESSORIES		1711T	T-Branch, Oxygen DISS Female Assembly x DISS Male, Check Valves				ea	39.9500	0		Mfr. Direct	17	Respiratory & Oxygen	143	Oxygen 	828	Peak Flow Meters	N	N
AIM	10298427	61	218	Bowman Manufacturing Company, Inc.	10021762	BOWMAN RESPIRATORY HYGIENE STATION		BD101-0012	Respiratory Hygiene Bundle Station 101, Includes: Respiratory Hygiene Station RS001-0512, Kiosk Stand KS010-0412, and Sign Holder MP-070			BOW BD101-0012	ea	285.8200	3		Stock Item	13	Patient Care & Exam Room Supplies	121	Dispensers	772	Apparel	N	N
AIM	10202989	345	10000485	ICU Medical	10022888	ICU MEDICAL HYPODERMIC NEEDLE-PRO® EDGE® SAFETY NEEDLES	The needle safety device incorporates features that give the clinician an important edge when it comes to safety, convenience, and cost-efficiency. Color-coded safety sheath for rapid identification of gauge size. Needle protection device does not add dead space to the injection. Bevel is fixed in "up" position and arrow points to bevel direction. Simple, one-handed activation of the safety feature helps you stay safe and compliant. Helps reduce potential for needle stick injuries by minimizing critical exposure time. Meets all NIOSH/CDC recommendations for safety devices.	401810	Needle, Safety, Edge® Hypodermic, 18G x 1", Pink, 100/bx, 10 bx/cs (US Only)	i18217.jpg	https://secure.ndc-inc.com/AIMImage/i18217.jpg	MDX 401810	cs	252.5300	0		14-21 Days	11	Needles & Syringes	107	Needles	706	Safety	N	N
AIM	10316266	191	261	Cardinal Health	10024041	CARDINAL HEALTH QUITON PERMCATH DUAL LUMEN CATHETERS		8817748001	Catheter, Dual Lumen, Insertion Length 19cm, Overall Length 36cm, 5/ctn (Continental US Only)			KEN 8817748001	ctn	1166.2000	0		14-21 Days	21	Surgery/Minor Procedure	183	Miscellaneous	896	Miscellaneous Products	N	N
AIM	10222168	489	10000645	Novum Medical Products, LLC	10026545	NOVUM OVERBED TABLES		120G	Overbed Table, Hospital, Gas cylinder, 18" x 32" Top, C Base				ea	587.9600	0		Mfr. Direct	10	Equipment & Furniture	103	Tables	697	Overbed 	N	N
AIM	10369982	589	10000714	Hygenic/Performance Health	10033091	HYGENIC/PERFORMANCE HEALTH BON VITAL® THERAPEUTIC TOUCH MASSAGE LOTION & OIL	Enriched with olive oil, arnica extract, and a blend of jojoba, sesame and grape seed oil (Therapeutic Touch Massage Oil also includes coconut oil). The lasting glide is great for deep tissue modalities. No nut oils. Unscented. Paraben free.	BVTTO1G-CA	Therapeutic Touch Massage Oil, 1 Gallon Bottle, 4/cs (Cannot be sold to retail outlets and/ or Amazon) (US Only)			HPH BVTTO1G-CA	cs	193.0200	2		Stock Item	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10295902	563	10000701	BSN Medical/Jobst	10033500	BSN MEDICAL JOBST® FOR MEN CASUAL SOCKS		113150	Sock, Knee High, 15-20 mmHG, Closed Toe, Navy, Large			BSN 113150	pr	24.4300	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10356951	147	10000455	First Aid Only/Acme United Corporation	10033888	FIRST AID ONLY/ACME UNITED ADHESIVE BANDAGES & STRIPS	Various sized plastic, light woven fabric, heavy woven fabric and Blue Metal Detectable strips.	J578	Muslin Triangular Bandage, 40"x40"x56", 20/bx (DROP SHIP ONLY - $150 Minimum Order)			FAO J578	bx	13.3900	0		Drop Ship Only	19	Skin And Wound Care	154	Adhesive Bandages	0		N	N
AIM	10334024	245	111	Midmark Corporation (Ritter Medical)	10038213	MIDMARK 6212 FLAT PANEL PC WORKSTATION		6212-001-804	Midmark 6212 Flat Panel PC Workstation, Venus Silver (M)				ea	1262.0000	0		Mfr. Direct	10	Equipment & Furniture	97	Carts	653	Procedure/Specialty	N	N
AIM	10176396	142	243	Ethicon - Suture	35329	ETHICON VICRYL™ (POLYGLACTIN 910) SUTURES		J843G	Suture, Precision Cosmetic Conventional Cutting Prime , Size 6-0, 18", Undyed Braided, Needle PC-3, 1dz/bx (Continental US Only)	i71701.jpg	https://secure.ndc-inc.com/AIMImage/i71701.jpg	ETH J843G	bx	191.7100	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10223609	32	10000289	Amsino International, Inc.	10016908	AMSINO AMSAFE® IV ADMINISTRATION SETS	DEHP-free and latex free. Packaged in poly pouch.	D38301	AMSafe-3® IV Set, Adjust to 10, 15, 60 Drops Per mL, 83" Length, 24 mL Priming Volume, AMSafe-3 IV Set, Roller Clamp, 1 Pre-Pierced Y Site, 1 AMSafe Needle-Free Y Site, Rotating Male Luer Lock, PE Poly Pouch, 50/cs	i21712.jpg	https://secure.ndc-inc.com/AIMImage/i21712.jpg	AMS D38301	cs	219.1100	0		14-21 Days	8	IV Products	77	IV Sets	578	Sets/Extension Sets	N	N
AIM	10241893	530	10000685	Cytiva	10028328	CYTIVA SYRINGELESS FILTERS	Preassembled convenient filtration devices for removing particulates from samples. They replace syringe-coupled filtration devices with single disposable units. Sample preparation has been made easier, faster and more efficient.	AV125UCA	Syringeless Filter, Whatman Autovial 12 with Glass Prefilter, 0.45µm Pore Size, Cellulose Acetate (CA), 50/pk	v20801.jpg	https://secure.ndc-inc.com/AIMImage/iv20801.jpg	GBS AV125UCA	pk	219.0400	0		14-21 Days	9	Lab Equipment & Accessories	1060	Filtration Devices	1037	Syringeless Filters	N	N
AIM	10376944	530	10000685	Cytiva	10042790	CYTIVA PALL ACROPREP™ FILTER PLATE		8029	AcroPrep™ Advance 96-well Filter Plates for Protein purification, 350µL, 0.45µm Supor™ Membrane, 10/pk			GBS 8029	pk	206.7000	0		14-21 Days	9	Lab Equipment & Accessories	1062	Multiwell Plates	0		N	N
AIM	10376951	530	10000685	Cytiva	10042790	CYTIVA PALL ACROPREP™ FILTER PLATE		8684	AcroPrep™ Advance 96-well Filter Plates for Solvent Filtration, 1 mL, 0.45µm wwPTFE Membrane, 5/pk			GBS 8684	pk	137.8400	0		14-21 Days	9	Lab Equipment & Accessories	1062	Multiwell Plates	0		N	N
AIM	10334881	344	317	Smith & Nephew, Inc.	10038325	SMITH & NEPHEW PICO 7 SINGLE USE NEGATIVE PRESSURE WOUND THERAPY SYSTEM (NPWT) SYSTEM	PICO 7 single use NPWT systems are the most innovative in the line of Negative Pressure Wound Therapy System (NPWT) products.  PICO 7 contains numerious enhancements that improve both clinician and patient experiences.  Anchored in a more efficient, quieter pump, PICO 7 features patient-friendly Soft Port dressings, new safety alerts and greater mobility options with the inclusion of a new belt clip.	66022006	PICO 7, Two Dressing, 15cm x 20cm, 3 bx/cs (US Only)			SMI 66022006	cs	959.3900	0		Stock Item	19	Skin And Wound Care	166	Negative Pressure	985	Dressings/Kits	N	N
AIM	10091994	248	88	Integra Miltex	10007274	MILTEX DESMARRES RETRACTOR		18-116	Desmarres Retractor, 5½", Size 4, 17mm				ea	43.1300	0		Mfr. Direct	7	Instruments	73	General Surgery	553	Retractors	N	N
AIM	10203421	412	10000570	Abbott Toxicology	10023200	ALERE TOXICOLOGY ICUP® A.D. (ALL INCLUSIVE CUP)	Comes with temperature strip. Two-part result form available. Security seal. Photocopy template. Room temperature storage. Built-in validity test. Detects 3-12 drugs. 24-month shelf life. Simple procedure. Fast results.	I-DUD-1107-012	Drug Test, iCup® A.D. (OX, SG, PH, NI, GL, CR), Tests For COC, THC, OPI, AMP, mAMP, PCP, BZO, BAR, MTD & TCA, 25/bx (US Only)	i32163.jpg	https://secure.ndc-inc.com/AIMImage/i32163.jpg	INS I-DUD-1107-012	bx	238.7700	2		Stock Item	2	Lab - Point of Care	33	Rapid Tests	436	Drugs Of Abuse	N	N
AIM	10215148	159	52	GF Health Products, Inc.	10025556	GRAHAM FIELD GRAFCO® DISPOSABLE PENLIGHTS	Deliver high intensity bright light without the inconvenience of changing batteries or bulbs. Compact, lightweight, ready-to-use. Shelf life of one year. Ideal for the physician, nurse, technician or paramedic. Bright, white, low drain L.E.D.	4062	Penlight, White/ Pupil Gauge Imprint, 6/pk	i24026.jpg	https://secure.ndc-inc.com/AIMImage/i24026.jpg		pk	6.4000	0		Mfr. Direct	1	Diagnostic Instruments	27	Illuminators	247	Penlights	N	N
AIM	10216150	250	10000261	Molnlycke Health Care US, LLC	10025745	MOLNLYCKE TUBIGRIP® MULTIPURPOSE TUBULAR BANDAGE	Provides lasting, effective support with complete freedom of movement for the patient. Once the bandage has been applied, covered elastic threads within the fabric move to adjust to the contours of the body and distribute pressure evenly over the surface. Fitting is quick and easy. Stays securely in position without pins or tapes, unlike conventional crepe bandages. As it can easily be reapplied after washing, without loss of effect. Particularly useful for outpatients and in the community. Reduces wastage, as only the exact amount required is cut from the roll. Apply with a 2-3cm overlap.	1440	Tubular Bandage, Size J, Natural, 6¾" x 10M, 8/cs	i71776.jpg	https://secure.ndc-inc.com/AIMImage/i71776.jpg	MOL 1440	cs	524.4000	5		Stock Item	19	Skin And Wound Care	164	Compression Bandages/Dressing Retainers	945	Tubular 	N	N
AIM	10305346	245	111	Midmark Corporation (Ritter Medical)	10034445	MIDMARK SYNTHESIS™ MOBILE TREATMENT CABINET		M41D.801.SEH	Mobile Treatment Cabinet, (3) 4" Drawers, 8" Drawer, 18" Deep, 4" Casters with Locks, Soft Edge Handles, Timber, Woodgrain				ea	1889.0000	0		Mfr. Direct	10	Equipment & Furniture	96	Cabinetry	649	Miscellaneous storage	N	N
AIM	10307231	35	202	Ansell	10035144	ANSELL ENCORE PERRY® STYLE 42 POWDER FREE SURGICAL GLOVES		5711106PF	Surgical Gloves, Powder-Free (PF), Latex, Beaded, Size 8.5, 50 pr/bx, 4 bx/cs (US Only)			ANS 5711106PF	cs	134.0000	5		Stock Item	3	Gloves	36	Latex	442	Powder-Free Sterile	N	N
AIM	10229753	509	10000660	Bioseal, Inc.	10027035	BIOSEAL SUCTION TUBING		NST030/20	Suction Tubing, 30", Latex Free (LF), 1/pk, 20 pk/cs				cs	187.9400	0		Mfr. Direct	9	Lab Equipment & Accessories	93	Miscellaneous Products	634	Tubing	N	N
AIM	10278573	791	10000956	Merrithew	10032772	MERRITHEW REFORMER BUNDLES		ST-01084	Rehab Reformer™ Bundle Includes 1 ea: Rehab Reformer, Padded Platform Extender, Reformer Box, Maple Roll-Up Pole, Essential Reformer 2nd Ed DVD (Price subject to change without notice) (042107)	i89653.jpg	https://secure.ndc-inc.com/AIMImage/i89653.jpg		ea	6749.0000	0		Mfr. Direct	12	Orthopedic & Physical Therapy	114	Physical Therapy 	735	Supplies	N	N
AIM	10290623	563	10000701	BSN Medical/Jobst	10033493	BSN MEDICAL JOBST® ACTIVEWEAR SOCKS		110483	Compression Sock, Knee High, 15-20 mmHG, Closed Toe, Cool Black, Small			BSN 110483	pr	24.4300	0		14-21 Days	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10376158	49	209	BD	10035347	BD CAREFUSION INFUSION DISPOSABLES		MZ9277	MaxZero™ Extension Set, Microbore, (1) Bonded Needle-Free Connector, Slide Clamp, Spin Male Luer Lock, 6" Length, 0.2 ml, Not Made with DEHP, Sterile, 50/cs (Continental US Only) (Drop Ship Requires Pre-Approval)			BEC MZ9277	cs	112.9000	0		14-21 Days	8	IV Products	81	Miscellaneous Products	585	Miscellaneous	N	N
AIM	10349948	991	10001161	Convatec	10039201	CONVATEC ESTEEM+SOFT CONVEX POUCH		422559	One-Piece Ostomy System, Urostomy, Pre-Cut V2, 25mm, 10/bx (Continental US Only)			CVT 422559	bx	79.2000	0		14-21 Days	4	Extended Care/Home Health	44	Incontinence 	483	Ostomy	N	N
AIM	10377147	530	10000685	Cytiva	10042801	CYTIVA PALL MEMBRANE FILTER		M5PU025	Metricel™ Polypropylene Membrane Disc Filters, 25mm, 100/pk			GBS M5PU025	pk	212.6400	0		14-21 Days	9	Lab Equipment & Accessories	1059	Filter Papers & Membranes	1031	Membrane Filters	N	N
AIM	10094231	331	310	Scott Specialties, Inc.	10008044	SCOTT SPECIALTIES SEGMENTED 6" ELASTIC RIB BELT	Features two panels of 3" wide elastic segmented together for form fitting compression. Hook and loop closure. 6" wide. Female model is contoured in front. Sized by chest circumference.	1976-XL	Rib Belt, X-Large 32"-50"	i41357.jpg	https://secure.ndc-inc.com/AIMImage/i41357.jpg		ea	18.5700	0		Mfr. Direct	12	Orthopedic & Physical Therapy	115	Soft Goods	742	Compression	N	N
AIM	10143001	810	10000979	O&M Halyard	10014655	HALYARD N95 RESPIRATOR FACE MASKS		62126	PFR95™ Particulate Filter Respirator & Surgical Mask, Polyurethane Headband, Regular Size, White, 50/pkg, 6 pkg/cs (US Only) (Orders are Non-Cancellable & Non-Returnable) (Temporarily Unavailable for Sale Due to Manufacturer Allocation)	i11318.jpg	https://secure.ndc-inc.com/AIMImage/i11318.jpg	KIM 62126	cs	587.2600	0		14-21 Days	15	Protective Apparel 	132	Apparel	753	Masks	N	N
AIM	10151892	343	10000280	Simport Scientific	10015516	SIMPORT COLORED CLOSURES	Made of polypropylene. Molded with a deep internal lip that fits snugly against the interior wall of the tube thus preventing the contents from coming in contact with the seal or threads, thereby reducing the chances of sample contamination.	T340ROS	Caps, O-Ring Seal, Red, 1000/cs			SIM T340ROS	cs	84.5400	0		14-21 Days	9	Lab Equipment & Accessories	94	Sample Collection & Processing	648	Miscellaneous	N	N
AIM	10229644	19	7	Albahealth, LLC	10027013	ALBA GUARDIAN™ LYMPHEDEMA ARM GARMENT		59001-2D	Lymphedema Arm Garment, Medium, Dark Beige, Latex Free (LF), 6 pr/cs	i81763.jpg	https://secure.ndc-inc.com/AIMImage/i81763.jpg	ABH 59001-2D	cs	67.1500	0		14-21 Days	4	Extended Care/Home Health	45	Miscellaneous	488	Patient Protective Garments	N	N
AIM	10096804	792	10000958	Medegen Medical Products, LLC	10023458	MEDEGEN BIOHAZARDOUS WASTE BAGS	Meets A.S.T.M. dart test requirements. LLDPE film. Flat pack. Print label: Biohazardous/Infectious waste with biohazard symbol.	117MP	Infectious Waste Bag, 30½" x 41" Red, 1.2 mil, 30 gal, 25/pk, 10 pk/cs			MAI 117MP	cs	47.1100	3		Stock Item	5	Housekeeping And Janitorial Products	52	Can Liners/bags	501	Biohazard	N	N
AIM	10216907	472	10000623	Blue Chip Medical Products, Inc.	10025846	BLUE CHIP AMARA® THERAPEUTIC WHEELCHAIR BACK SYSTEM	Improves the comfort and support of your existing wheelchair back by eliminating the hammock effect. Provides proper patient positioning to maintain spinal and shoulder alignment and superior pressure redistribution to prevent skin breakdown. Comes with either a fixed or adjustable lumbar support and is easy to install. In addition, it is available in a dual-zone design which combines the unmatched support of Medflex® foam with the therapeutic pressure redistribution qualities of Viscotec® foam. The wheelchair back cushions (E2611-E2612) is designed for a patient who has a wheelchair and meets the Medicare coverage criteria. The use of these products provide better sitting tolerance and comfort for patients requiring a wheelchair.	AMR-BK-1-2420	AMARA Dual Zone Viscotec Back, 24" x 20"				ea	121.5500	0		Mfr. Direct	4	Extended Care/Home Health	46	Patient Mobility	497	Wheelchair Accessories	N	N
AIM	10360318	89	10000446	Medtronic/Minimally Invasive Therapies Group	10020326	MEDTRONIC MAXON™ MONOFILAMENT SYNTHETIC ABSORBABLE SUTURES	MAXON™ synthetic absorbable sutures are prepared from polyglyconate, a copolymer of glycolic acid and trimethylene carbonate. The advanced extrusion process of the molecule of polyglyconate gives the suture: Excellent in-vivo strength retention; Excellent knot tying security; Excellent handling; Minimal memory. MAXON™ synthetic absorbable sutures are indicated for use in general soft tissue approximation and/or ligation, including use in pediatric cardiovascular tissue, where growth is expected to occur, and in peripheral vascular surgery. MAXON™ synthetic absorbable sutures are not indicated for use in adult cardiovascular tissue, ophthalmic surgery, microsurgery and neural tissues.	8886612701-2	Suture, Taper Point, Size 7-0, Green, 30", Needle CV-1, 3/8 Circle, 3 dz/bx (Continental US Only)			USS 8886612701-2	bx	1610.1600	0		14-21 Days	21	Surgery/Minor Procedure	188	Skin Closure	918	Sutures	N	N
AIM	10203901	415	10000573	Medical ID Solutions	10023295	MEDICAL ID SOLUTIONS TRI-LAMINATE ALERT WRISTBANDS	Made of non-stretch lightweight plastic. Information written on this surface is water resistant and will not smear.	3204A	Wristband, Adult, Tri-Laminate, Allergy, Red, 500/bx	i19585.jpg	https://secure.ndc-inc.com/AIMImage/i19585.jpg	PCM 3204A	bx	56.8400	0		14-21 Days	13	Patient Care & Exam Room Supplies	124	Admissions/Bedside Items	762	ID Bands/Bracelets	N	N
